,PostOfficeName,Pincode,DistrictsName,City,State
5684,Rampur,854347.0,Kaimur,Kaimur,Bihar
5685,Rampur,854347.0,Kaimur,Kaimur,Bihar
5686,Rampur Bishwanth,843159.0,Muzaffarpur,Muzaffarpur,Bihar
5687,Rampur Ganguli,843340.0,Sitamarhi,Sitamarhi,Bihar
5688,Rampur Jalalpur,848147.0,Samastipur,Samastipur,Bihar
5689,Rampur Kodarkati,854355.0,Purnia,Purnia,Bihar
5690,Rampur Ratnakar,844140.0,Vaishali,Hazipur,Bihar
5691,Rampurhari,843117.0,Muzaffarpur,Muzaffarpur,Bihar
5692,Rampurwa,845116.0,West Champaran,Betia,Bihar
5693,Rampurwa Mahanwa,845477.0,West Champaran,Betia,Bihar
5694,Raniganj,824210.0,Gaya,Gaya,Bihar
5695,Raniganj,824210.0,Gaya,Gaya,Bihar
5696,Ranipatra,854337.0,Purnia,Purnia,Bihar
5697,Rarhi,851121.0,Begusarai,Begusarai,Bihar
5698,Rari,847313.0,Madhubani,Madhubani,Bihar
5699,Rasalpur Balha,843346.0,Sitamarhi,Sitamarhi,Bihar
5700,Rasalpur Gosain,843341.0,Sitamarhi,Sitamarhi,Bihar
5701,Rasauli,841433.0,Saran,Saran,Bihar
5702,Raspur Patasia,848514.0,Samastipur,Samastipur,Bihar
5703,Ratanpur,847307.0,Darbhanga,Darbhanga,Bihar
5704,Rataul,847420.0,Madhubani,Madhubani,Bihar
5705,Rautahat,854368.0,Purnia,Purnia,Bihar
5706,Raxaul,845305.0,Purba Champaran,Motihari,Bihar
5707,Refinary Township,851117.0,Begusarai,Begusarai,Bihar
5708,Revelganj,841315.0,Saran,Revelganj,Bihar
5709,Rewasi,843365.0,Sitamarhi,Sitamarhi,Bihar
5710,Righa,843327.0,Sitamarhi,Sitamarhi,Bihar
5711,Righa Colony,843336.0,Sitamarhi,Sitamarhi,Bihar
5712,Roh,805143.0,Gaya,Gaya,Bihar
5713,Roh,805143.0,Gaya,Gaya,Bihar
5714,Rohika,847238.0,Madhubani,Madhubani,Bihar
5715,Rohtas,473665.0,Rohtas,Sasara,Bihar
5716,Rohtas,821311.0,Rohtas,Sasara,Bihar
5717,Rohtas,821311.0,Rohtas,Sasara,Bihar
5718,Roshna,854117.0,Katihar,Katihar,Bihar
5719,Rukhai,803131.0,Nalanda,Biharsharif,Bihar
5720,Rukuldi Jhikatia,824129.0,Aurangabad,Aurangabad,Bihar
5721,Rulani,845514.0,Purba Champaran,Motihari,Bihar
5722,Runisaidpur,843328.0,Sitamarhi,Sitamarhi,Bihar
5723,Rupouli,854209.0,Purnia,Purnia,Bihar
5724,Rupouli,848148.0,Samastipur,Samastipur,Bihar
5725,Rusera,848210.0,Samastipur,Samastipur,Bihar
5726,Rusera Thana,848210.0,Samastipur,Samastipur,Bihar
5727,Ryam Factory,847237.0,Madhubani,Madhubani,Bihar
5728,S M Mills,800008.0,Patna,Patna,Bihar
5729,S P College,814101.0,Bhagalpur,Bhagalpur,Bihar
5730,S S College,813210.0,Bhagalpur,Bhagalpur,Bihar
5731,Sabour,813210.0,Bhagalpur,Bhagalpur,Bihar
5732,Sabour,813210.0,Bhagalpur,Bhagalpur,Bihar
5733,Sadaquat Ashram,800010.0,Patna,Patna,Bihar
5734,Sadisopur,801111.0,Patna,Patna,Bihar
5735,Sagar,845515.0,Purba Champaran,Motihari,Bihar
5736,Sahajitpur,841422.0,Saran,Saran,Bihar
5737,Sahar,802208.0,Bhojpur,Arrah,Bihar
5738,Sahar,802208.0,Bhojpur,Arrah,Bihar
5739,Saharghat,847308.0,Madhubani,Madhubani,Bihar
5740,Saharsa,852201.0,Saharsa,Saharsa,Bihar
5741,Saharsa Bazar,852201.0,Saharsa,Saharsa,Bihar
5742,Saharsa Collectorate,852201.0,Saharsa,Saharsa,Bihar
5743,Saharsa Distt Bd,852201.0,Saharsa,Saharsa,Bihar
5744,Saharsa Purani Bazar,852201.0,Saharsa,Saharsa,Bihar
5745,Sahaynagar,801506.0,Patna,Patna,Bihar
5746,Sahdei Buzrug,844509.0,Vaishali,Hazipur,Bihar
5747,Sahebpur Kamal,851217.0,Khagaria,Khagaria,Bihar
5748,Sahibganj,812004.0,Bhagalpur,Bhagalpur,Bihar
5749,Sahpur,841243.0,Saran,Saran,Bihar
5750,Sahpur Patti,802165.0,Bhojpur,Arrah,Bihar
5751,Sahpur Undi,848518.0,Samastipur,Samastipur,Bihar
5752,Sahtha,844129.0,Kaimur,Kaimur,Bihar
5753,Saidpur Tola Goriar,853205.0,Bhagalpur,Bhagalpur,Bihar
5754,Sain,844133.0,Vaishali,Hazipur,Bihar
5755,Sakarpura,848203.0,Khagaria,Khagaria,Bihar
5756,Sakri,847239.0,Madhubani,Madhubani,Bihar
5757,Sakurabad,804425.0,Jahanabad,Jahanabad,Bihar
5758,Salempur,813122.0,Bhagalpur,Bhagalpur,Bihar
5759,Salha,844522.0,Vaishali,Hazipur,Bihar
5760,Salkhua Bazar,852126.0,Saharsa,Saharsa,Bihar
5761,Salmari,855113.0,Katihar,Katihar,Bihar
5762,Samastipur,848101.0,Samastipur,Samastipur,Bihar
5763,Samastipur,848101.0,Samastipur,Samastipur,Bihar
5764,Samastipur Bazar,848101.0,Samastipur,Samastipur,Bihar
5765,Samastipur R S,848101.0,Samastipur,Samastipur,Bihar
5766,Sambay,805139.0,Gaya,Gaya,Bihar
5767,Samyagarh,803306.0,Patna,Patna,Bihar
5768,Sandesh,802164.0,Bhojpur,Arrah,Bihar
5769,Sandesh,802164.0,Bhojpur,Arrah,Bihar
5770,Sandha Jahangirpur,843160.0,Muzaffarpur,Muzaffarpur,Bihar
5771,Sangrampur,813212.0,Bhagalpur,Bhagalpur,Bihar
5772,Sangrampur,813212.0,Bhagalpur,Bhagalpur,Bihar
5773,Sangrampur,845434.0,Purba Champaran,Motihari,Bihar
5774,Sangrampur,845434.0,Purba Champaran,Motihari,Bihar
5775,Sanha,851219.0,Khagaria,Khagaria,Bihar
5776,Sanjhauli,802220.0,Rohtas,Sasara,Bihar
5777,Sanjiwan Press,800011.0,Patna,Patna,Bihar
5778,Sankhmohan,848230.0,Samastipur,Samastipur,Bihar
5779,Sanraha,841339.0,Saran,Saran,Bihar
5780,Sara Mohanpur,846007.0,Darbhanga,Darbhanga,Bihar
5781,Sarai,844125.0,Vaishali,Hazipur,Bihar
5782,Sarairanjan,848127.0,Samastipur,Samastipur,Bihar
5783,Saraiya,802318.0,Bhojpur,Arrah,Bihar
5784,Saraiya,802318.0,Bhojpur,Arrah,Bihar
5785,Saraiya Factory,843126.0,Muzaffarpur,Muzaffarpur,Bihar
5786,Saraiyaganj,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5787,Sarangpur,848517.0,Samastipur,Samastipur,Bihar
5788,Sarauni Bazar,814156.0,Aurangabad,Aurangabad,Bihar
5789,Sarbahda,824239.0,Gaya,Gaya,Bihar
5790,Sarbela,852146.0,Saharsa,Saharsa,Bihar
5791,Sarenja,802171.0,Bhojpur,Arrah,Bihar
5792,Sarh Manjhiawan,805145.0,Gaya,Gaya,Bihar
5793,Sarharwa,841421.0,Saran,Saran,Bihar
5794,Sarmera,811104.0,Nalanda,Biharsharif,Bihar
5795,Sarmera,811104.0,Nalanda,Biharsharif,Bihar
5796,Sarotar,845521.0,Purba Champaran,Motihari,Bihar
5797,Sarsi,854206.0,Purnia,Purnia,Bihar
5798,Sarsopahi,847424.0,Madhubani,Madhubani,Bihar
5799,Sasamusa,841505.0,Gopalganj,Gopalganj,Bihar
5800,Sasaram,821115.0,Rohtas,Sasara,Bihar
5801,Sasaram Bazar,821115.0,Rohtas,Sasara,Bihar
5802,Sasaram L Board,821115.0,Rohtas,Sasara,Bihar
5803,Satanpur,848149.0,Samastipur,Samastipur,Bihar
5804,Satgawan,805132.0,Nawada,Nawada,Bihar
5805,Searchlight,800001.0,Patna,Patna,Bihar
5806,Semapur Factory,854115.0,Katihar,Katihar,Bihar
5807,Semaria,813129.0,Bhagalpur,Bhagalpur,Bihar
5808,Semra,845435.0,Purba Champaran,Motihari,Bihar
5809,Seora,848519.0,Samastipur,Samastipur,Bihar
5810,Service Comm,800001.0,Patna,Patna,Bihar
5811,Shah Alamnagar,852219.0,Madhepura,Madhepura,Bihar
5812,Shahabad Dist Bd,802301.0,Bhojpur,Arrah,Bihar
5813,Shahkund,813108.0,Bhagalpur,Bhagalpur,Bihar
5814,Shambhuganj,813211.0,Bhagalpur,Bhagalpur,Bihar
5815,Shambhupatti,848129.0,Kaimur,Kaimur,Bihar
5816,Shankarpur Imamganj,804426.0,Jahanabad,Jahanabad,Bihar
5817,Sheikhpura,811105.0,Munger,Sheikhpura,Bihar
5818,Sheikhpura,811105.0,Munger,Munger,Bihar
5819,Sheikhpura,800014.0,Patna,Sheikhpura,Bihar
5820,Sheikhpura,800014.0,Patna,Patna,Bihar
5821,Sheikhpura Bazar,811105.0,Munger,Munger,Bihar
5822,Sheikhpura R S,811105.0,Munger,Munger,Bihar
5823,Sheoganj,802301.0,Bhojpur,Arrah,Bihar
5824,Sheohar,843329.0,Sheohar,Sheohar,Bihar
5825,Sheosagar,821111.0,Rohtas,Sasara,Bihar
5826,Sherfuddinpur,843118.0,Muzaffarpur,Muzaffarpur,Bihar
5827,Sherghati,824211.0,Aurangabad,Sherghati,Bihar
5828,Sherpur,801509.0,Patna,Patna,Bihar
5829,Shivpahar,814101.0,Bhagalpur,Bhagalpur,Bihar
5830,Shriram Press,851101.0,Begusarai,Begusarai,Bihar
5831,Sidhapkala,847257.0,Madhubani,Madhubani,Bihar
5832,Sidhaw,845118.0,West Champaran,Betia,Bihar
5833,Sidhwalia,841423.0,Gopalganj,Gopalganj,Bihar
5834,Sidhwalia,841423.0,Gopalganj,Gopalganj,Bihar
5835,Sihari,824115.0,Aurangabad,Aurangabad,Bihar
5836,Sikanarpur,842001.0,Muzaffarpur,Muzaffarpur,Bihar
5837,Sikandra,811315.0,Jamui,Jamui,Bihar
5838,Sikandra,811315.0,Jamui,Jamui,Bihar
5839,Sikarpur,845309.0,West Champaran,Betia,Bihar
5840,Sikta,845307.0,West Champaran,Betia,Bihar
5841,Sikta,845307.0,West Champaran,Betia,Bihar
5842,Silao,803117.0,Nalanda,Silao,Bihar
5843,Silaut,843119.0,Muzaffarpur,Muzaffarpur,Bihar
5844,Simaria,825103.0,Jamui,Gidhaur,Bihar
5845,Simri,802135.0,Bhojpur,Arrah,Bihar
5846,Simri,848516.0,Samastipur,Samastipur,Bihar
5847,Simri Bakhtiarpur,852127.0,Saharsa,Saharsa,Bihar
5848,Simultala,811316.0,Munger,Munger,Bihar
5849,Singar,843161.0,Muzaffarpur,Muzaffarpur,Bihar
5850,Singhaila,843162.0,Muzaffarpur,Muzaffarpur,Bihar
5851,Singhara,844126.0,Vaishali,Hazipur,Bihar
5852,Singhasani,845516.0,Purba Champaran,Motihari,Bihar
5853,Singheshwar,852128.0,Madhepura,Madhepura,Bihar
5854,Singhia,848209.0,Samastipur,Samastipur,Bihar
5855,Singhia,848209.0,Samastipur,Samastipur,Bihar
5856,Singhiaghat,848236.0,Samastipur,Samastipur,Bihar
5857,Singhwara,847119.0,Darbhanga,Darbhanga,Bihar
5858,Singhwara,847119.0,Darbhanga,Darbhanga,Bihar
5859,Sinha,802316.0,Bhojpur,Arrah,Bihar
5860,Sinha Homoe Med College,846002.0,Darbhanga,Darbhanga,Bihar
5861,Sirari,811107.0,Munger,Munger,Bihar
5862,Sirauli,843366.0,Sitamarhi,Sitamarhi,Bihar
5863,Sirauna,845522.0,Purba Champaran,Motihari,Bihar
5864,Sirdalla,805127.0,Nawada,Nawada,Bihar
5865,Sirha,845517.0,Purba Champaran,Motihari,Bihar
5866,Siripur,851132.0,Begusarai,Begusarai,Bihar
5867,Sirnia,847120.0,Darbhanga,Darbhanga,Bihar
5868,Sirnia,854126.0,Purnia,Purnia,Bihar
5869,Siswa,845518.0,Purba Champaran,Motihari,Bihar
5870,Sitalpur,841221.0,Saran,Saran,Bihar
5871,Sitamarhi,843301.0,Sitamarhi,Sitamarhi,Bihar
5872,Sitamarhi Court,843302.0,Sitamarhi,Sitamarhi,Bihar
5873,Sitapur,845519.0,Purba Champaran,Motihari,Bihar
5874,Siwan,841226.0,Saran,Siwan,Bihar
5875,Siwan,841226.0,Saran,Saran,Bihar
5876,Siwan Chowk Bazar,841226.0,Saran,Saran,Bihar
5877,Sobhanpur Katoria,813124.0,Bhagalpur,Bhagalpur,Bihar
5878,Sohanipatti,802101.0,Bhojpur,Arrah,Bihar
5879,Sohma,848233.0,Samastipur,Samastipur,Bihar
5880,Sohsarai,803118.0,Nalanda,Biharsharif,Bihar
5881,Sonali,855114.0,Katihar,Katihar,Bihar
5882,Sonapur Bazar,854360.0,Purnia,Purnia,Bihar
5883,Sonbarsa,843330.0,Sitamarhi,Sitamarhi,Bihar
5884,Sonbarsa,843330.0,Sitamarhi,Sitamarhi,Bihar
5885,Sonbarsa Raj,852129.0,Madhepura,Madhepura,Bihar
5886,Sondho,844134.0,Vaishali,Hazipur,Bihar
5887,Sonepur,841101.0,Saran,Sonepur,Bihar
5888,Sonepur,841101.0,Saran,Saran,Bihar
5889,Soniha Babhangama,813123.0,Bhagalpur,Bhagalpur,Bihar
5890,Sonkarsa Barkagaon,843163.0,Muzaffarpur,Muzaffarpur,Bihar
5891,Sono,811314.0,Jamui,Jamui,Bihar
5892,Sontha,855115.0,Purnia,Purnia,Bihar
5893,Sour Bazar,852221.0,Saharsa,Saharsa,Bihar
5894,Srikhand Bhitha,843367.0,Sitamarhi,Sitamarhi,Bihar
5895,Sripur,845480.0,West Champaran,Betia,Bihar
5896,St Rd Siwan,841226.0,Saran,Saran,Bihar
5897,Station Rd Forbesganj,854318.0,Purnia,Purnia,Bihar
5898,Station Rd Sultanganj,813213.0,Bhagalpur,Bhagalpur,Bihar
5899,Subhankarpur,846006.0,Darbhanga,Darbhanga,Bihar
5900,Sugaon,845479.0,West Champaran,Betia,Bihar
5901,Sugauli,845456.0,Purba Champaran,Sugauli,Bihar
5902,Sugauli,845456.0,Purba Champaran,Motihari,Bihar
5903,Suhridnagar,851218.0,Khagaria,Khagaria,Bihar
5904,Sujaganj Bazar,812002.0,Bhagalpur,Bhagalpur,Bihar
5905,Sukhasan,852157.0,Saharsa,Saharsa,Bihar
5906,Sukhpur,852130.0,Madhepura,Madhepura,Bihar
5907,Sukulpakar,845478.0,West Champaran,Betia,Bihar
5908,Sultanganj,813213.0,Bhagalpur,Sultanganj,Bihar
5909,Sultanganj,813213.0,Bhagalpur,Bhagalpur,Bihar
5910,Sultanpur,844532.0,Vaishali,Hazipur,Bihar
5911,Sultanpur West,848515.0,Samastipur,Samastipur,Bihar
5912,Sumbha Deorhi,848229.0,Samastipur,Samastipur,Bihar
5913,Supaul,852131.0,Saharsa,Supaul,Bihar
5914,Supaul,852131.0,Saharsa,Supaul,Bihar
5915,Supaul Bazar,852131.0,Saharsa,Saharsa,Bihar
5916,Surajgarha,811106.0,Lakhisarai,Lakhisarai,Bihar
5917,Surajpura,802221.0,Rohtas,Sasara,Bihar
5918,Surauli,848231.0,Samastipur,Samastipur,Bihar
5919,Surpatganj,852137.0,Madhepura,Madhepura,Bihar
5920,Sursand,843331.0,Sitamarhi,Sitamarhi,Bihar
5921,Sutihar,841222.0,Saran,Saran,Bihar
5922,T N B College,812007.0,Bhagalpur,Bhagalpur,Bihar
5923,Taiyabpur,855117.0,Purnia,Purnia,Bihar
5924,Tajpur,848130.0,Samastipur,Samastipur,Bihar
5925,Tajpur,848130.0,Samastipur,Samastipur,Bihar
5926,Takia,821113.0,Rohtas,Sasara,Bihar
5927,Takipur,841244.0,Saran,Saran,Bihar
5928,Tamaul Parsa,852152.0,Saharsa,Saharsa,Bihar
5929,Tamganj,854351.0,Purnia,Purnia,Bihar
5930,Tamuria,847410.0,Madhubani,Madhubani,Bihar
5931,Tandwa,824302.0,Aurangabad,Aurangabad,Bihar
5932,Tar,802182.0,Rohtas,Sasara,Bihar
5933,Taraiya,841424.0,Saran,Saran,Bihar
5934,Tarapur,813221.0,Munger,Munger,Bihar
5935,Tarapur,813221.0,Munger,Munger,Bihar
5936,Tarar,813226.0,Bhagalpur,Bhagalpur,Bihar
5937,Tarar,802230.0,Bhojpur,Arrah,Bihar
5938,Tarari,802209.0,Bhojpur,Arrah,Bihar
5939,Tarari,802209.0,Bhojpur,Arrah,Bihar
5940,Tariani Chapra,843368.0,Sheohar,Sheohar,Bihar
5941,Tarwa Mangarpal,841105.0,Saran,Saran,Bihar
5942,Tarwan,805128.0,Nawada,Nawada,Bihar
5943,Tarwara,841506.0,Siwan,Siwan,Bihar
5944,Tatarpur,812002.0,Bhagalpur,Bhagalpur,Bihar
5945,Teghra,851133.0,Begusarai,Begusarai,Bihar
5946,Teghra,851133.0,Begusarai,Begusarai,Bihar
5947,Tehta,804427.0,Gaya,Gaya,Bihar
5948,Tekari,824236.0,Gaya,Tekari,Bihar
5949,Telari,821122.0,Rohtas,Sasara,Bihar
5950,Telgu,845420.0,Purba Champaran,Motihari,Bihar
5951,Telhara,801306.0,Nalanda,Biharsharif,Bihar
5952,Teliapatti,845401.0,Purba Champaran,Motihari,Bihar
5953,Telmar,803204.0,Patna,Patna,Bihar
5954,Telpur,845120.0,Purba Champaran,Motihari,Bihar
5955,Tenduni Chowk,802212.0,Rohtas,Sasara,Bihar
5956,Tepri,843164.0,Muzaffarpur,Muzaffarpur,Bihar
5957,Terhagachi,855119.0,Kishanganj,Kishanganj,Bihar
5958,Tetar,805134.0,Nawada,Nawada,Bihar
5959,Tetaria Factory,845436.0,Purba Champaran,Motihari,Bihar
5960,Tetrawan,803129.0,Nalanda,Biharsharif,Bihar
5961,Teus,811111.0,Sheikhpura,Sheikhpura,Bihar
5962,Tharbitta,852138.0,Saharsa,Saharsa,Bihar
5963,Thawe,841440.0,Gopalganj,Gopalganj,Bihar
5964,Thawe,841440.0,Gopalganj,Gopalganj,Bihar
5965,Thumha,852159.0,Saharsa,Saharsa,Bihar
5966,Tilakpur,813228.0,Bhagalpur,Bhagalpur,Bihar
5967,Tilkamanjhi,812001.0,Bhagalpur,Bhagalpur,Bihar
5968,Tilouthu,821312.0,Rohtas,Sasara,Bihar
5969,Tilrath,851122.0,Begusarai,Begusarai,Bihar
5970,Tin Bazar,814101.0,Bhagalpur,Bhagalpur,Bihar
5971,Tinpheria,845119.0,West Champaran,Betia,Bihar
5972,Tisiauta Dharampur,844141.0,Vaishali,Hazipur,Bihar
5973,Tribeniganj,852139.0,Madhubani,Madhubani,Bihar
5974,Tulapatganj,847109.0,Darbhanga,Darbhanga,Bihar
5975,Tulsia,855126.0,Purnia,Purnia,Bihar
5976,Tungi,803130.0,Nalanda,Biharsharif,Bihar
5977,Turhapatti,845481.0,West Champaran,Betia,Bihar
5978,Turkaulia,845437.0,West Champaran,Betia,Bihar
5979,Turkaulia,845437.0,West Champaran,Betia,Bihar
5980,Turki,844127.0,Muzaffarpur,Muzaffarpur,Bihar
5981,Turki Khararu,843165.0,Muzaffarpur,Muzaffarpur,Bihar
5982,Udakishanganj,852220.0,Madhepura,Madhepura,Bihar
5983,Udwantnagar,802210.0,Bhojpur,Arrah,Bihar
5984,Ugan,848234.0,Samastipur,Samastipur,Bihar
5985,Ughra,847125.0,Darbhanga,Darbhanga,Bihar
5986,Ujairpur,848132.0,Samastipur,Samastipur,Bihar
5987,Ulao,851134.0,Begusarai,Begusarai,Bihar
5988,Umanagar,842004.0,Muzaffarpur,Muzaffarpur,Bihar
5989,Umga,824213.0,Gaya,Gaya,Bihar
5990,Umraoganj,802166.0,Bhojpur,Arrah,Bihar
5991,Usri,804428.0,Jahanabad,Baikunthpur,Bihar
5992,Vaimikinagar,845107.0,West Champaran,Betia,Bihar
5993,Vaishali,844128.0,Vaishali,Hazipur,Bihar
5994,Veerayatan,803124.0,Nalanda,Biharsharif,Bihar
5995,Victoria Mission,845483.0,West Champaran,Betia,Bihar
5996,Vidyut Parishad,800021.0,Patna,Patna,Bihar
5997,Vishnupad,823001.0,Gaya,Gaya,Bihar
5998,Waini,848131.0,Samastipur,Samastipur,Bihar
5999,Wari,848235.0,Samastipur,Samastipur,Bihar
6000,Warisaliganj,805130.0,Nawada,Warisaliganj,Bihar
6001,Warisnagar,848133.0,Samastipur,Samastipur,Bihar
6002,Warisnagar,848133.0,Samastipur,Samastipur,Bihar
6003,Wazirganj,805131.0,Nawada,Nawada,Bihar
6004,Zeradei,841245.0,Saran,Saran,Bihar
6005,Aerodrome Chandigarh,160003.0,Chandigarh,Chandigarh,Chandigarh
6006,Bajwara Chandigarh,160022.0,Chandigarh,Chandigarh,Chandigarh
6007,Burail,160106.0,Chandigarh,Chandigarh,Chandigarh
6008,Chandigarh,160017.0,Chandigarh,Chandigarh,Chandigarh
6009,Engg College,160012.0,Chandigarh,Chandigarh,Chandigarh
6010,General Bus Stand,160017.0,Chandigarh,Chandigarh,Chandigarh
6011,Industrial Area Sector 28,160002.0,Chandigarh,Chandigarh,Chandigarh
6012,Mani Mazra,160101.0,Chandigarh,Chandigarh,Chandigarh
6013,Mohali Sas Nagar,160055.0,Chandigarh,Chandigarh,Chandigarh
6014,New Secretariate,160001.0,Chandigarh,Chandigarh,Chandigarh
6015,Sector 10 Chandigarh,160010.0,Chandigarh,Chandigarh,Chandigarh
6016,Sector 11 Chandigarh,160011.0,Chandigarh,Chandigarh,Chandigarh
6017,Sector 12 Chandigarh,160011.0,Chandigarh,Chandigarh,Chandigarh
6018,Sector 14 Chandigarh,160014.0,Chandigarh,Chandigarh,Chandigarh
6019,Sector 16 Chandigarh,160016.0,Chandigarh,Chandigarh,Chandigarh
6020,Sector 17 Chandigarh,160017.0,Chandigarh,Chandigarh,Chandigarh
6021,Sector 18 Chandigarh,160018.0,Chandigarh,Chandigarh,Chandigarh
6022,Sector 19 Chandigarh,160019.0,Chandigarh,Chandigarh,Chandigarh
6023,Sector 20 Chandigarh,160020.0,Chandigarh,Chandigarh,Chandigarh
6024,Sector 21 Chandigarh,160022.0,Chandigarh,Chandigarh,Chandigarh
6025,Sector 22 Chandigarh,160022.0,Chandigarh,Chandigarh,Chandigarh
6026,Sector 23 Chandigarh,160023.0,Chandigarh,Chandigarh,Chandigarh
6027,Sector 26 Chandigarh,160026.0,Chandigarh,Chandigarh,Chandigarh
6028,Sector 27 Chandigarh,160019.0,Chandigarh,Chandigarh,Chandigarh
6029,Sector 29 Chandigarh,160020.0,Chandigarh,Chandigarh,Chandigarh
6030,Sector 31 Chandigarh,160031.0,Chandigarh,Chandigarh,Chandigarh
6031,Sector 35 Chandigarh,160023.0,Chandigarh,Chandigarh,Chandigarh
6032,Sector 36 Chandigarh,160036.0,Chandigarh,Chandigarh,Chandigarh
6033,Sector 59 Chandigarh,160059.0,Chandigarh,Chandigarh,Chandigarh
6034,Sector 61 Chandigarh,160061.0,Chandigarh,Chandigarh,Chandigarh
6035,Sector 8 Chandigarh,160008.0,Chandigarh,Chandigarh,Chandigarh
6036,Sector 9 Chandigarh,160009.0,Chandigarh,Chandigarh,Chandigarh
6037,Abhanpur,493661.0,Raipur,Raipur,Chhattisgarh
6038,Adbhar,495695.0,Bilaspur,Bilaspur,Chhattisgarh
6039,Akaltara,495552.0,Bilaspur,Akaltara,Chhattisgarh
6040,Akash Nagar,494554.0,Bastar,Jagdalpur,Chhattisgarh
6041,Ambagarh Chowki,491665.0,Rajnandgaon,Rajnandgaon,Chhattisgarh
6042,Ambikapur Ho.,497001.0,Surguja,Ambikapur,Chhattisgarh
6043,Ambikapur Ho.,497001.0,Surguja,Ambikapur,Chhattisgarh
6044,Anda,491221.0,Durg,Durg,Chhattisgarh
6045,Antagarh,494665.0,Bastar,Jagdalpur,Chhattisgarh
6046,Arang,493441.0,Raipur,Arang,Chhattisgarh
6047,Arjunda,491225.0,Durg,Durg,Chhattisgarh
6048,Arjuni,493330.0,Raipur,Raipur,Chhattisgarh
6049,Asna,494221.0,Bastar,Jashpur,Chhattisgarh
6050,Awapalli,494447.0,Bastar,Jagdalpur,Chhattisgarh
6051,Bacheli,494553.0,Bastar,Jagdalpur,Chhattisgarh
6052,Badekllepal,494445.0,Bastar,Jagdalpur,Chhattisgarh
6053,Bagbahra,493449.0,Raipur,Raipur,Chhattisgarh
6054,Bagicha,496224.0,Jashpur,Jashpur,Chhattisgarh
6055,Baikunth,493116.0,Raipur,Raipur,Chhattisgarh
6056,Baikunthpur,497335.0,Surguja,Baikunthpur,Chhattisgarh
6057,Baikunthpur,497335.0,Koriya,Baikunthpur,Chhattisgarh
6058,Bajrangpur,491443.0,Rajnandgaon,Rajnandgaon,Chhattisgarh
6059,Bakawan,494222.0,Bastar,Jagdalpur,Chhattisgarh
6060,Balco Nagar Kobra,495684.0,Bilaspur,Bilaspur,Chhattisgarh
6061,Balco Nagar Kobra,495684.0,Bilaspur,Bilaspur,Chhattisgarh
6062,Baloda,495559.0,Bilaspur,Baloda,Chhattisgarh
6063,Baloda Bazar,493332.0,Raipur,Raipur,Chhattisgarh
6064,Balrampur,497119.0,Surguja,Ambikapur,Chhattisgarh
6065,Bamni Bazar,495660.0,Bilaspur,Bilaspur,Chhattisgarh
6066,Bande Colony,494777.0,Bastar,Jagdalpur,Chhattisgarh
6067,Bandha Bazar,491668.0,Rajnandgaon,Rajnandgaon,Chhattisgarh
6068,Baniyagam,494227.0,Bastar,Jagdalpur,Chhattisgarh
6069,Banki Mongra,495447.0,Bilaspur,Bilaspur,Chhattisgarh
6070,Banskot,493562.0,Raipur,Raipur,Chhattisgarh
6071,Baraduar,495687.0,Bilaspur,Bilaspur,Chhattisgarh
6072,Baramkela,496551.0,Raigarh,Raigarh,Chhattisgarh
6073,Barodia Kumaria,465686.0,Raigarh,Raigarh,Chhattisgarh
6074,Basana,493354.0,Raipur,Raipur,Chhattisgarh
6075,Bastanar,494435.0,Bastar,Jagdalpur,Chhattisgarh
6076,Bastar,494223.0,Bastar,Jagdalpur,Chhattisgarh
6077,Bastauli,497101.0,Surguja,Ambikapur,Chhattisgarh
6078,Belghana,495116.0,Bilaspur,Bilaspur,Chhattisgarh
6079,Bemetara,491335.0,Durg,Durg,Chhattisgarh
6080,Berta,491332.0,Durg,Durg,Chhattisgarh
6081,Bhaisma,495674.0,Bilaspur,Bilaspur,Chhattisgarh
6082,Bhaiyathan,497231.0,Surguja,Ambikapur,Chhattisgarh
6083,Bhanpuri,494224.0,Kanker,Bhanpuri,Chhattisgarh
6084,Bhansi,494551.0,Bastar,Jagdalpur,Chhattisgarh
6085,Bhanu Pratap Nagar,494669.0,Bastar,Jagdalpur,Chhattisgarh
6086,Bhatapara,493118.0,Raipur,Bhatapara,Chhattisgarh
6087,Bhatgaon,493222.0,Raipur,Bhatgaon,Chhattisgarh
6088,Bhatgaon Collierry,497235.0,Surguja,Ambikapur,Chhattisgarh
6089,Bhilai Civic Centre,490006.0,Durg,Durg,Chhattisgarh
6090,Bhilai Civic Centre,490006.0,Durg,Durg,Chhattisgarh
6091,Bhilai Civic Centre,490006.0,Durg,Durg,Chhattisgarh
6092,Bhilai Civic Centre,490006.0,Durg,Durg,Chhattisgarh
6093,Bhilai East,490021.0,Durg,Durg,Chhattisgarh
6094,Bhilai Industrial Estate,490026.0,Durg,Durg,Chhattisgarh
6095,Bhilai Jamul Cement Factory,490024.0,Durg,Durg,Chhattisgarh
6096,Bhilai Khursipur,490011.0,Durg,Durg,Chhattisgarh
6097,Bhilai Kumhari,490042.0,Durg,Durg,Chhattisgarh
6098,Bhilai Marshalling Yard,490025.0,Durg,Durg,Chhattisgarh
6099,Bhilai Nandini Mines,490036.0,Durg,Durg,Chhattisgarh
